carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
17691,vw, Beetle,2016,Manual,23991,Petrol,160,43.5,2
17694,audi, Q8,2019,Semi-Auto,5000,Diesel,145,32.8,3
17695,merc, G Class,2016,Automatic,4000,Petrol,325,30.1,4
17700,merc, X-CLASS,2019,Automatic,1000,Diesel,260,35.8,2.3
17704,ford, Edge,2017,Manual,27210,Diesel,145,47.9,2
17711,skoda, Kamiq,2019,Automatic,2970,Petrol,145,45.6,1
17716,audi, A7,2016,Semi-Auto,40484,Diesel,145,53.3,3
17718,merc, CLS Class,2017,Semi-Auto,30000,Diesel,165,51.4,3
17724,hyundi, IX35,2015,Manual,46000,Diesel,145,53.3,1.7
17726,merc, SLK,1998,Automatic,99300,Petrol,265,32.1,2.3
17730,bmw, M3,2018,Semi-Auto,12879,Petrol,150,34,3
17731,merc, X-CLASS,2019,Automatic,10485,Diesel,265,35.8,2.3
17733,hyundi, IX20,2014,Manual,42386,Diesel,30,64.2,1.6
17736,vw, Caravelle,2019,Automatic,11441,Diesel,145,33.6,2
17737,vw, Amarok,2018,Automatic,20000,Diesel,265,36.2,3
17738,merc, S Class,2019,Semi-Auto,9252,Diesel,145,52.3,3
17739,hyundi, IX35,2011,Manual,42000,Diesel,205,47.9,2
17740,hyundi, IX20,2016,Manual,36242,Petrol,125,50.4,1.4
17742,vauxhall, Zafira Tourer,2017,Manual,17527,Petrol,200,41.5,1.4
17743,bmw, 6 Series,2008,Semi-Auto,67000,Diesel,265,40.9,3
17746,toyota, Hilux,2017,Manual,39094,Diesel,260,40.4,2.4
17747,vw, Scirocco,2015,Manual,122150,Diesel,20,55.4,2
17748,bmw, X7,2020,Semi-Auto,5087,Diesel,145,33.6,3
17751,audi, RS5,2019,Automatic,1000,Petrol,145,30.4,2.9
17754,vw, Beetle,2015,Manual,31000,Diesel,30,65.7,1.6
17756,vw, Tiguan Allspace,2019,Semi-Auto,18000,Diesel,145,38.7,2
17757,audi, RS4,2019,Semi-Auto,5151,Petrol,145,29.1,2.9
17758,merc, X-CLASS,2018,Automatic,13500,Diesel,260,35.8,2.3
17759,ford, Puma,2019,Manual,10,Petrol,150,50.4,1
17762,ford, Galaxy,2013,Automatic,73701,Diesel,200,47.1,2
17764,vw, Amarok,2015,Automatic,38138,Diesel,260,35.3,2
17766,ford, Edge,2018,Manual,25134,Diesel,145,47.9,2
17767,vw, Scirocco,2011,Manual,83770,Petrol,235,37.2,2
17769,toyota, Verso,2017,Semi-Auto,13017,Petrol,205,42.8,1.8
17771,vw, Amarok,2019,Automatic,1854,Diesel,260,33.6,3
17774,vw, Arteon,2019,Automatic,6777,Petrol,145,40.4,1.5
17780,toyota, Avensis,2012,Automatic,40796,Petrol,205,42.2,1.8
17781,ford, KA,2013,Manual,35018,Petrol,30,57.7,1.2
17787,skoda, Kamiq,2020,Semi-Auto,4730,Petrol,145,43.5,1.5
17788,vw, Scirocco,2017,Automatic,16558,Petrol,160,44.1,2
17791,merc, SLK,2013,Automatic,51458,Diesel,145,56.5,2
17795,toyota, Prius,2016,Automatic,29234,Hybrid,0,85.6,1.8
17798,ford, Edge,2017,Semi-Auto,23620,Diesel,160,48.7,2
17799,toyota, GT86,2019,Manual,2680,Petrol,150,33.2,2
17801,toyota, Prius,2014,Automatic,49999,Hybrid,0,70.6,1.8
17803,ford, Galaxy,2016,Manual,34980,Diesel,125,56.5,2
17804,hyundi, IX20,2017,Manual,19363,Petrol,145,50.4,1.4
17808,skoda, Scala,2019,Automatic,42,Petrol,145,45.6,1.5
17809,merc, S Class,2018,Semi-Auto,9740,Petrol,145,34,4
17813,audi, Q8,2020,Semi-Auto,1500,Diesel,150,32.8,3
17814,hyundi, IX20,2011,Manual,22000,Petrol,125,50.4,1.4
17816,vw, Arteon,2019,Automatic,1963,Petrol,145,40.4,1.5
17824,skoda, Kamiq,2019,Manual,3055,Petrol,145,47.1,1
17825,vw, Caravelle,2019,Automatic,60,Diesel,145,32.8,2
17828,vw, Caddy Maxi Life,2019,Manual,1201,Diesel,145,49.6,2
17830,merc, S Class,2016,Automatic,15000,Petrol,300,33.6,4.7
17833,vw, Arteon,2019,Manual,5922,Diesel,145,52.3,2
17834,bmw, M3,2015,Semi-Auto,16517,Petrol,305,34,3
17836,ford, Galaxy,2016,Semi-Auto,10937,Diesel,145,52.3,2
17839,vw, CC,2015,Manual,68539,Diesel,30,62.8,2
17843,vauxhall, Combo Life,2018,Manual,5800,Diesel,145,53.3,1.5
17844,merc, V Class,2013,Manual,58518,Diesel,305,38.7,2.1
17845,hyundi, IX20,2016,Automatic,9574,Petrol,205,43.6,1.6
17847,skoda, Kamiq,2019,Semi-Auto,4000,Petrol,145,44.1,1.5
17852,ford, Edge,2017,Automatic,17515,Diesel,145,47.9,2
17856,toyota, Land Cruiser,2017,Semi-Auto,18256,Diesel,300,38.2,2.8
17863,vw, Arteon,2019,Automatic,5683,Diesel,145,55.4,2
17864,vw, Arteon,2019,Semi-Auto,2239,Petrol,145,40.4,1.5
17865,vw, Arteon,2019,Automatic,2000,Petrol,145,32.8,2
17870,audi, A7,2016,Semi-Auto,27386,Diesel,125,61.4,3
17872,bmw, Z3,1998,Manual,56500,Petrol,270,35.3,1.9
17873,bmw, Z4,2020,Semi-Auto,202,Petrol,145,37.2,2
17877,hyundi, I40,2015,Manual,41000,Diesel,30,65.7,1.7
17882,ford, Grand Tourneo Connect,2020,Manual,601,Diesel,145,61.4,1.5
17883,toyota, Prius,2017,Automatic,33124,Hybrid,0,85.6,1.8
17888,vauxhall, GTC,2015,Manual,49897,Petrol,165,47.1,1.4
17893,merc, X-CLASS,2018,Automatic,10000,Diesel,240,35.8,2.3
17901,ford, Mustang,2018,Manual,5000,Petrol,145,20.9,5
17903,bmw, 7 Series,2019,Semi-Auto,6516,Diesel,150,44.8,3
17907,ford, Galaxy,2016,Manual,11850,Diesel,125,56.5,2
17909,ford, Galaxy,2018,Manual,4753,Diesel,145,56.5,2
17910,skoda, Kamiq,2019,Semi-Auto,1830,Petrol,150,43.5,1.5
17913,merc, S Class,2019,Semi-Auto,5000,Petrol,145,31.7,4
17915,merc, X-CLASS,2019,Automatic,4000,Diesel,260,35.8,2.3
17916,bmw, 8 Series,2019,Automatic,3948,Petrol,145,33.2,3
17919,skoda, Scala,2019,Manual,9875,Diesel,145,57.7,1.6
17921,vw, Scirocco,2016,Manual,42000,Diesel,20,55.4,2
17923,merc, GLS Class,2017,Automatic,19761,Diesel,300,37.2,3
17925,bmw, X4,2015,Manual,53755,Diesel,160,52.3,2
17929,hyundi, Santa Fe,2016,Manual,20578,Diesel,200,47.1,2.2
17931,merc, V Class,2018,Automatic,7000,Diesel,145,45.6,2.2
17934,skoda, Kamiq,2020,Manual,1908,Petrol,150,47.9,1
17937,merc, CLS Class,2019,Semi-Auto,6785,Diesel,145,48.7,2.9
17938,vauxhall, Combo Life,2019,Manual,849,Petrol,150,42.2,1.2
17943,vauxhall, GTC,2016,Manual,22351,Petrol,165,47.1,1.4
17950,ford, Edge,2017,Manual,28027,Diesel,160,48.7,2
17953,bmw, 6 Series,2016,Automatic,45140,Diesel,200,49.6,3
17955,hyundi, Santa Fe,2017,Manual,39608,Diesel,200,47.1,2.2
17960,hyundi, I800,2018,Manual,38560,Diesel,145,37.7,2.5
17966,vw, Arteon,2019,Automatic,8503,Petrol,145,40.4,1.5
17967,bmw, X6,2019,Semi-Auto,2710,Petrol,145,26.4,3
17968,hyundi, IX35,2015,Manual,42250,Petrol,160,44.1,1.6
17969,skoda, Kamiq,2019,Manual,3000,Petrol,145,47.9,1
17970,hyundi, I800,2018,Manual,38090,Diesel,145,37.7,2.5
17972,merc, S Class,2019,Automatic,1314,Petrol,145,34,4
17977,merc, S Class,2019,Semi-Auto,3236,Diesel,145,52.3,3
17978,hyundi, IX20,2015,Automatic,17950,Petrol,205,43.6,1.6
17980,merc, S Class,2019,Semi-Auto,2498,Diesel,145,52.3,3
17984,merc, CLS Class,2016,Semi-Auto,14466,Diesel,160,51.4,3
17986,ford, Edge,2018,Semi-Auto,5000,Diesel,145,47.9,2
17992,vauxhall, Combo Life,2019,Manual,2915,Diesel,145,53.3,1.5
17993,audi, S3,2015,Automatic,37150,Petrol,200,39.8,2
17995,bmw, 7 Series,2014,Semi-Auto,60697,Diesel,160,50.4,3
17998,skoda, Rapid,2016,Manual,39000,Diesel,30,64.2,1.6
18000,bmw, 7 Series,2018,Semi-Auto,17192,Petrol,145,35.3,4.4
18004,vw, California,2020,Semi-Auto,1000,Diesel,260,32.1,2
18009,vw, Scirocco,2017,Manual,12377,Diesel,145,53.3,2
18010,vw, Arteon,2019,Semi-Auto,3806,Petrol,145,47.1,2
18014,merc, CLA Class,2019,Automatic,2500,Diesel,145,55.4,2
18016,hyundi, I40,2019,Manual,10,Diesel,145,54.3,1.6
18019,hyundi, I800,2016,Automatic,27802,Diesel,325,33.6,2.5
18029,ford, Tourneo Connect,2016,Manual,21026,Diesel,30,64.2,1.5
18031,ford, Galaxy,2016,Automatic,22040,Diesel,150,52.3,2
18034,merc, CLS Class,2013,Automatic,52572,Diesel,200,46.3,3
18037,toyota, Supra,2019,Automatic,9909,Other,150,34.5,3
18040,audi, Q8,2020,Semi-Auto,2000,Diesel,145,32.8,3
18045,vw, Scirocco,2016,Manual,14500,Petrol,150,47.1,2
18046,merc, V Class,2019,Automatic,18266,Diesel,150,48.7,2.1
18049,ford, Galaxy,2016,Automatic,66015,Diesel,150,52.3,2
18050,bmw, X6,2015,Semi-Auto,40915,Diesel,200,44.8,3
18056,audi, A8,2019,Automatic,5000,Diesel,145,48.7,3
18058,vw, CC,2012,Manual,58000,Diesel,30,60.1,2
18060,ford, KA,2016,Manual,15084,Petrol,30,57.7,1.2
18064,merc, GL Class,2018,Automatic,13096,Petrol,145,50.4,1.6
18065,vw, Scirocco,2015,Manual,29779,Diesel,20,55.4,2
18066,audi, RS6,2017,Semi-Auto,8546,Petrol,145,29.4,4
18067,bmw, i3,2017,Automatic,19178,Other,0,470.8,0.6
18070,ford, Edge,2019,Automatic,14,Diesel,145,37.2,2
18072,ford, Grand C-MAX,2013,Manual,36270,Diesel,125,60.1,1.6
18074,bmw, 6 Series,2016,Semi-Auto,28684,Diesel,160,51.4,3
18076,bmw, i3,2015,Automatic,33931,Hybrid,0,470.8,0
18079,vw, Tiguan Allspace,2019,Semi-Auto,5900,Diesel,145,38.7,2
18083,vw, Arteon,2019,Semi-Auto,8000,Diesel,145,50.4,2
18086,audi, RS4,2019,Semi-Auto,8503,Diesel,150,33.6,2.9
18090,audi, A7,2019,Automatic,150,Diesel,145,38.2,3
18106,ford, Mustang,2017,Manual,17030,Petrol,150,20.9,5
18109,merc, GL Class,2014,Semi-Auto,44921,Diesel,325,35.3,3
18114,skoda, Kamiq,2020,Manual,1853,Petrol,145,49.6,1
18118,bmw, i8,2018,Automatic,4477,Hybrid,135,141.2,1.5
18120,skoda, Yeti,2014,Semi-Auto,12773,Petrol,165,44.8,1.2
18122,hyundi, Santa Fe,2018,Automatic,31123,Diesel,145,42.8,2.2
18126,vw, Amarok,2018,Automatic,5940,Diesel,260,33.6,3
18129,hyundi, I40,2019,Semi-Auto,2450,Diesel,145,53.3,1.6
18133,hyundi, I40,2016,Manual,36084,Diesel,30,65.7,1.7
18135,ford, Galaxy,2013,Automatic,63000,Diesel,200,47.1,2
18142,merc, X-CLASS,2019,Automatic,8000,Diesel,260,31.4,3
18152,merc, GL Class,2018,Automatic,13436,Petrol,145,50.4,1.6
18159,bmw, i8,2019,Automatic,2799,Hybrid,135,141.2,1.5
18164,skoda, Scala,2019,Manual,1274,Petrol,145,50.4,1
18165,ford, Galaxy,2019,Semi-Auto,4311,Diesel,145,54.3,2
18167,hyundi, Santa Fe,2019,Semi-Auto,11000,Diesel,145,39.2,2.2
18170,toyota, Hilux,2019,Manual,9153,Diesel,260,40.4,2.4
18171,audi, A7,2016,Semi-Auto,22405,Diesel,145,53.3,3
18174,merc, GLS Class,2019,Semi-Auto,9977,Diesel,145,37.2,3
18176,merc, V Class,2019,Automatic,999,Diesel,145,36.7,2
18179,merc, GLS Class,2016,Automatic,21169,Diesel,305,37.2,3
18181,skoda, Kamiq,2019,Semi-Auto,2197,Petrol,145,44.1,1.5
18190,ford, Mustang,2018,Semi-Auto,6234,Petrol,145,28.8,2.3
18193,audi, A7,2018,Automatic,3537,Diesel,145,38.2,3
18195,toyota, Supra,2019,Semi-Auto,4153,Petrol,145,34.5,3
18200,ford, Edge,2016,Manual,48756,Diesel,160,48.7,2
18201,bmw, M4,2019,Semi-Auto,6397,Petrol,145,34,3
18205,hyundi, IX35,2015,Manual,42865,Diesel,150,53.3,1.7
18208,audi, Q8,2019,Automatic,7961,Diesel,145,32.8,3
18210,hyundi, Santa Fe,2017,Manual,39606,Diesel,200,47.1,2.2
18211,hyundi, Santa Fe,2020,Semi-Auto,1088,Diesel,145,39.2,2.2
18213,vw, Arteon,2019,Semi-Auto,4926,Diesel,145,62.8,2
18214,audi, RS5,2019,Semi-Auto,5089,Petrol,145,30.1,2.9
18217,merc, S Class,2019,Semi-Auto,119,Petrol,145,40.9,3
18219,merc, V Class,2018,Manual,17876,Diesel,145,46.3,2.1
18220,hyundi, IX20,2015,Automatic,24610,Petrol,205,43.6,1.6
18232,merc, SLK,2013,Semi-Auto,18105,Diesel,150,56.5,2
18234,merc, X-CLASS,2019,Automatic,8107,Diesel,260,35.8,2.3
18239,toyota, Land Cruiser,2014,Manual,53252,Diesel,325,34.9,3
18240,bmw, X7,2020,Semi-Auto,1501,Diesel,145,33.6,3
18242,vw, CC,2014,Manual,34566,Diesel,125,58.9,2
18248,bmw, X6,2020,Semi-Auto,3158,Petrol,145,26.4,3
18254,toyota, Prius,2017,Automatic,27899,Hybrid,0,94.1,1.8
18256,hyundi, IX35,2013,Manual,31643,Diesel,145,48.7,1.7
18257,toyota, Verso,2017,Semi-Auto,16412,Petrol,200,42.8,1.8
18265,merc, V Class,2019,Manual,23580,Diesel,145,46.3,2.1
18267,bmw, X7,2019,Semi-Auto,3192,Diesel,145,33.6,3
18273,hyundi, I40,2018,Manual,33195,Diesel,145,65.7,1.7
18276,ford, Edge,2018,Manual,8970,Diesel,150,47.9,2
18282,ford, KA,2018,Manual,6000,Petrol,145,57.7,0
18285,bmw, Z3,1999,Manual,51949,Petrol,255,35.3,1.9
18286,skoda, Yeti,2016,Manual,45522,Petrol,125,51.4,1.2
18290,vauxhall, GTC,2016,Manual,31050,Diesel,30,65.7,1.6
18297,ford, Grand C-MAX,2017,Manual,24501,Diesel,145,64.2,1.5
18300,vauxhall, Combo Life,2019,Manual,5699,Petrol,145,42.2,1.2
18305,vw, Arteon,2019,Automatic,10682,Petrol,145,47.1,2
18306,ford, Tourneo Connect,2019,Manual,2762,Diesel,145,48.7,1.5
18307,audi, RS3,2016,Semi-Auto,28083,Petrol,300,34.9,2.5
18308,skoda, Rapid,2017,Manual,5476,Petrol,30,57.7,1.2
18310,vauxhall, GTC,2016,Manual,56269,Petrol,160,47.1,1.4
18314,ford, Fusion,2005,Manual,64000,Diesel,30,64.2,1.4
18315,ford, Edge,2016,Manual,22347,Diesel,160,48.7,2
18317,merc, CLS Class,2013,Automatic,71004,Diesel,145,55,2.1
18321,merc, S Class,2019,Semi-Auto,1000,Petrol,145,34,4
18323,ford, Grand C-MAX,2017,Manual,45435,Petrol,150,54.3,1
18325,bmw, X6,2018,Semi-Auto,15119,Diesel,145,40.9,3
18327,ford, KA,2015,Manual,48085,Petrol,30,57.7,1.2
18330,merc, SLK,2012,Automatic,43890,Petrol,205,43.5,1.8
18336,bmw, X4,2018,Semi-Auto,935,Diesel,145,42.8,2
18337,ford, Edge,2017,Semi-Auto,20397,Diesel,165,48.7,2
18341,hyundi, Santa Fe,2016,Semi-Auto,34999,Diesel,235,42.8,2.2
18342,bmw, X4,2020,Semi-Auto,999,Diesel,145,37.2,3
18345,merc, CLS Class,2015,Semi-Auto,44143,Diesel,160,51.4,3
18347,vw, Amarok,2018,Automatic,12447,Diesel,260,36.2,3
18350,vw, Arteon,2019,Semi-Auto,8000,Diesel,145,44.1,2
18354,skoda, Scala,2019,Manual,2653,Petrol,145,49.6,1
18355,merc, CLS Class,2011,Automatic,75000,Diesel,200,46.3,3
18359,merc, SLK,2012,Automatic,28500,Petrol,200,42.8,1.8
18361,skoda, Roomster,2014,Manual,41498,Diesel,125,60.1,1.6
18362,merc, SLK,2015,Automatic,48489,Petrol,150,47.9,2
18370,toyota, Verso,2016,Manual,28212,Petrol,200,41.5,1.6
18372,toyota, Prius,2017,Automatic,18460,Hybrid,0,94.1,1.8
18376,ford, Galaxy,2016,Manual,33584,Diesel,125,56.5,2
18378,ford, Galaxy,2019,Automatic,4406,Diesel,145,54.3,2
18379,vw, Tiguan Allspace,2020,Semi-Auto,3889,Diesel,145,38.7,2
18381,vw, Caravelle,2019,Automatic,2500,Diesel,145,33.6,2
18383,toyota, Prius,2017,Automatic,19133,Hybrid,135,85.6,1.8
18389,merc, S Class,2016,Automatic,40000,Diesel,165,50.4,3
18392,hyundi, Santa Fe,2018,Semi-Auto,21000,Diesel,145,42.8,2.2
18393,ford, Galaxy,2016,Manual,34787,Diesel,125,56.5,2
18396,merc, S Class,2018,Automatic,39840,Petrol,150,40.9,3
18400,bmw, X7,2019,Semi-Auto,3670,Diesel,145,33.6,3
18401,bmw, X4,2020,Semi-Auto,500,Petrol,145,26.9,3
18404,vauxhall, Combo Life,2018,Manual,10996,Diesel,145,53.3,1.5
18409,toyota, Land Cruiser,2019,Semi-Auto,10083,Diesel,145,30.1,2.8
18410,ford, Galaxy,2012,Manual,114000,Diesel,165,49.6,2
18412,bmw, 6 Series,2014,Automatic,51920,Diesel,160,49.6,3
18420,merc, CLS Class,2019,Semi-Auto,3426,Diesel,145,47.9,2.9
18421,ford, Mustang,2020,Automatic,2450,Petrol,145,22.1,5
18425,merc, SLK,2012,Automatic,55000,Petrol,200,43.5,1.8
18427,toyota, Avensis,2015,Manual,19363,Diesel,20,67.3,1.6
18429,skoda, Scala,2019,Manual,1550,Petrol,145,49.6,1
18431,vauxhall, GTC,2016,Manual,30000,Petrol,260,36.2,2
18432,ford, KA,2014,Manual,30658,Petrol,30,57.7,1.2
18435,ford, Galaxy,2016,Semi-Auto,10637,Diesel,145,52.3,2
18436,ford, Edge,2018,Automatic,15471,Diesel,145,48.7,2
18437,vw, Amarok,2019,Automatic,6900,Diesel,260,33.6,3
18438,vw, Tiguan Allspace,2018,Semi-Auto,33784,Diesel,145,47.9,2
18442,bmw, 8 Series,2019,Semi-Auto,7903,Diesel,145,38.2,3
18445,vw, Arteon,2019,Semi-Auto,3797,Diesel,145,44.1,2
18446,ford, Edge,2016,Manual,73079,Diesel,160,48.7,2
18447,toyota, Hilux,2015,Automatic,72100,Diesel,260,32.8,3
18450,hyundi, Santa Fe,2019,Semi-Auto,2880,Diesel,145,39.8,2.2
18451,ford, KA,2014,Manual,29695,Petrol,30,57.7,1.2
18454,bmw, X6,2017,Semi-Auto,40429,Diesel,200,47.1,3
18455,hyundi, IX20,2016,Manual,16039,Diesel,30,64.2,1.6
18456,vw, California,2019,Automatic,8783,Diesel,260,32.1,2
18461,merc, CLS Class,2016,Semi-Auto,31532,Diesel,125,57.7,2.1
18462,audi, Q8,2020,Semi-Auto,768,Diesel,145,32.8,3
18463,merc, CLS Class,2015,Automatic,29766,Diesel,160,51.4,3
18464,bmw, X6,2019,Semi-Auto,2055,Diesel,145,34.9,3
18471,merc, S Class,2015,Automatic,7864,Petrol,325,31.7,4.7
18472,bmw, X4,2019,Semi-Auto,10802,Diesel,145,37.2,3
18476,hyundi, I40,2019,Semi-Auto,1650,Diesel,145,54.3,1.6
18483,merc, GLB Class,2020,Semi-Auto,1912,Diesel,145,44.8,2
18485,bmw, X6,2017,Automatic,31931,Petrol,145,29.1,4.4
18493,vw, Scirocco,2015,Manual,42579,Diesel,20,55.4,2
18495,merc, X-CLASS,2019,Automatic,8100,Diesel,260,35.8,2.3
18498,vw, Tiguan Allspace,2018,Manual,35000,Diesel,145,49.6,2
18503,merc, M Class,2010,Automatic,128000,Diesel,555,32.5,3
18511,vw, Arteon,2019,Semi-Auto,7310,Diesel,145,50.4,2
18514,toyota, Prius,2014,Automatic,65829,Hybrid,0,68.9,1.8
18523,ford, KA,2017,Manual,18000,Petrol,145,57.7,0
18524,ford, Edge,2018,Automatic,19458,Diesel,145,47.9,2
18525,hyundi, IX20,2010,Manual,62000,Petrol,120,50.4,1.4
18529,hyundi, I40,2018,Automatic,32289,Diesel,145,60.1,1.7
18531,vw, Caravelle,2019,Automatic,2692,Diesel,145,33.6,2
18532,toyota, Prius,2013,Automatic,78400,Hybrid,10,64.2,1.8
18533,vauxhall, Combo Life,2019,Manual,9500,Petrol,145,42.2,1.2
18539,skoda, Rapid,2016,Manual,74129,Diesel,0,78.5,1.4
18542,vauxhall, Vivaro,2017,Manual,25885,Diesel,145,50.4,1.6
18545,ford, KA,2015,Manual,23593,Petrol,30,57.7,1.2
18546,ford, Galaxy,2016,Manual,21744,Diesel,125,56.5,2
18549,hyundi, I40,2017,Manual,27000,Diesel,30,65.7,1.7
18551,toyota, Avensis,2016,Manual,17895,Diesel,20,67.3,1.6
18553,merc, M Class,2015,Semi-Auto,37963,Diesel,205,39.2,2.1
18564,merc, M Class,2008,Semi-Auto,96000,Diesel,565,28.8,3
18565,audi, A7,2016,Semi-Auto,29000,Diesel,30,62.8,3
18568,vauxhall, Agila,2014,Manual,32300,Petrol,30,55.4,1.2
18570,vw, Arteon,2019,Automatic,7747,Diesel,145,50.4,2
18572,ford, Mustang,2016,Automatic,18000,Petrol,325,28.8,2.3
18575,ford, Galaxy,2016,Manual,85259,Diesel,125,56.5,2
18578,ford, Edge,2019,Semi-Auto,6852,Diesel,145,37.2,2
18579,vw, CC,2014,Manual,64650,Diesel,30,60.1,2
18580,hyundi, Santa Fe,2016,Manual,52265,Diesel,200,47.1,2.2
18582,merc, CLS Class,2016,Automatic,42018,Diesel,125,57.7,2.1
18585,vw, Shuttle,2018,Manual,22628,Diesel,145,47.1,2
18587,toyota, Prius,2017,Automatic,33751,Hybrid,135,94.1,1.8
18588,ford, Edge,2019,Automatic,8772,Diesel,145,37.2,2
18597,skoda, Yeti,2016,Semi-Auto,16784,Petrol,125,51.4,1.2
18601,vw, Caravelle,2011,Automatic,96000,Diesel,325,34.4,2
18603,audi, A8,2020,Automatic,250,Diesel,145,39.2,3
18608,toyota, GT86,2013,Manual,72000,Petrol,265,36.2,2
18609,merc, CLA Class,2019,Automatic,3439,Petrol,145,40.9,2
18611,merc, V Class,2018,Automatic,22,Diesel,145,44.8,2.2
18613,skoda, Scala,2019,Automatic,5860,Diesel,145,54.3,1.6
18620,vw, Jetta,2016,Manual,57605,Diesel,20,67.3,2
18624,toyota, Verso,2016,Semi-Auto,16429,Petrol,200,42.8,1.8
18625,vw, Arteon,2019,Automatic,1201,Petrol,145,47.1,2
18628,ford, Grand C-MAX,2016,Automatic,19704,Diesel,30,58.9,1.5
18629,toyota, Verso,2017,Manual,10136,Diesel,145,62.8,1.6
18630,vw, Scirocco,2012,Manual,77000,Petrol,160,44.1,1.4
18631,merc, GLB Class,2020,Semi-Auto,1000,Diesel,145,47.9,2
18632,vw, Tiguan Allspace,2019,Semi-Auto,8181,Diesel,145,39.2,2
18634,skoda, Rapid,2015,Manual,53549,Diesel,30,64.2,1.6
18648,vw, CC,2016,Automatic,41044,Diesel,125,58.9,2
18650,vw, Arteon,2019,Automatic,50,Petrol,145,47.1,2
18657,merc, G Class,2020,Semi-Auto,1350,Petrol,145,21.4,4
18658,bmw, X7,2020,Semi-Auto,1000,Petrol,145,24.8,3
18664,toyota, Hilux,2018,Automatic,24692,Diesel,260,36.2,2.4
18667,ford, Grand Tourneo Connect,2017,Automatic,12757,Diesel,145,56.6,1.5
18671,skoda, Yeti,2016,Automatic,10947,Petrol,125,51.4,1.2
18674,vw, Arteon,2019,Semi-Auto,6777,Petrol,145,47.1,2
18678,vw, CC,2016,Semi-Auto,52276,Diesel,125,58.9,2
18680,vw, CC,2015,Manual,60687,Diesel,30,60.1,2
18681,hyundi, Santa Fe,2015,Manual,25770,Diesel,200,46.3,2.2
18684,toyota, GT86,2012,Manual,53000,Petrol,250,36.2,2
18685,bmw, M4,2019,Semi-Auto,8787,Petrol,145,34,3
18690,toyota, GT86,2017,Manual,12340,Petrol,145,36.2,2
18693,merc, V Class,2018,Manual,49000,Diesel,145,46.3,2.1
18695,toyota, Prius,2016,Automatic,49104,Hybrid,0,85.6,1.8
18700,vw, Amarok,2019,Automatic,7504,Diesel,260,28.3,3
18703,merc, CLS Class,2018,Semi-Auto,13914,Diesel,145,48.7,2.9
18705,vw, Arteon,2018,Semi-Auto,32713,Petrol,145,47.1,2
18709,toyota, Land Cruiser,2019,Semi-Auto,11619,Diesel,145,30.1,2.8
18710,vw, Eos,2008,Manual,65000,Diesel,195,48,2
18711,toyota, Verso,2016,Manual,14996,Petrol,200,41.5,1.6
18713,audi, RS4,2013,Semi-Auto,28359,Petrol,565,26.4,4.2
18716,ford, Galaxy,2017,Manual,35545,Diesel,125,56.5,2
18720,merc, V Class,2018,Manual,13013,Diesel,145,46.3,2.1
18721,bmw, X4,2017,Automatic,23604,Diesel,150,54.3,2
18725,toyota, Verso,2017,Semi-Auto,26242,Petrol,150,43.5,1.8
18727,ford, Puma,2020,Manual,2986,Petrol,145,50.4,1
18733,merc, GL Class,2016,Automatic,39542,Diesel,30,64.2,2.1
18738,merc, CLS Class,2017,Semi-Auto,14698,Diesel,160,51.4,3
18740,vw, CC,2014,Automatic,45755,Diesel,150,53.3,2
18741,toyota, Verso,2016,Manual,12698,Petrol,200,41.5,1.6
18744,hyundi, Santa Fe,2019,Semi-Auto,3960,Diesel,145,39.8,2.2
18748,ford, Mustang,2019,Automatic,2500,Petrol,145,22.1,5
18749,toyota, Hilux,2017,Automatic,35855,Diesel,260,36.2,2.4
18756,vauxhall, GTC,2016,Manual,38330,Petrol,160,47.1,1.4
18759,merc, CLA Class,2014,Automatic,34222,Diesel,30,62.8,2.1
18760,merc, V Class,2018,Manual,34483,Diesel,150,46.3,2.1
18762,bmw, Z4,2020,Semi-Auto,1000,Petrol,145,38.7,2
18769,hyundi, IX35,2015,Manual,45163,Diesel,145,53.3,1.7
18772,toyota, Prius,2019,Automatic,6552,Hybrid,135,235,1.8
18773,audi, R8,2014,Automatic,31930,Petrol,580,21.9,5.2
18775,vauxhall, Zafira Tourer,2017,Manual,29221,Petrol,145,41.5,1.4
18777,bmw, X4,2015,Automatic,26928,Diesel,200,47.9,3
18779,toyota, Avensis,2014,Manual,142000,Diesel,30,62.8,2
18782,merc, SLK,2015,Automatic,25996,Diesel,145,70.6,2.1
18783,merc, V Class,2019,Automatic,19735,Diesel,145,48.7,2.1
18788,toyota, Avensis,2016,Manual,47352,Diesel,20,67.3,1.6
18793,bmw, M4,2016,Semi-Auto,21107,Petrol,300,34,3
18796,bmw, Z4,2019,Automatic,11,Petrol,145,38.7,2
18797,hyundi, Santa Fe,2019,Semi-Auto,9993,Diesel,145,42.8,2.2
18798,merc, SLK,2015,Other,39000,Diesel,150,56.5,2.1
18799,merc, GLS Class,2019,Semi-Auto,13110,Diesel,145,37.2,3
18800,bmw, 7 Series,2019,Semi-Auto,3000,Diesel,145,41.5,3
18802,merc, CLA Class,2017,Automatic,17932,Petrol,150,53.3,1.6
18803,skoda, Kamiq,2019,Semi-Auto,563,Diesel,145,52.3,1.6
18809,hyundi, IX20,2018,Manual,10612,Petrol,150,50.4,1.4
18815,audi, A8,2019,Semi-Auto,3442,Diesel,145,40.4,3
